10:26:13.828 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
10:26:42.431 |V| SettingsLogging               | .NET ThreadPool Worker:43 | SettingsChangeDispatch: now dispatching 1 unique requests.
10:26:42.432 |V| RiderApplicationRuntime       | .NET ThreadPool Worker:36 | Runtime calculation start
10:26:42.434 |V| SettingsLogging               | .NET ThreadPool Worker:43 | SettingsChangeDispatch: done dispatching 1 unique requests in 2 ms.
10:26:42.434 |V| SettingsLogging               | .NET ThreadPool Worker:43 | SettingsChangeDispatch: now dispatching 0 unique requests.
10:26:42.434 |V| SettingsLogging               | .NET ThreadPool Worker:43 | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
10:26:42.437 |V| BuildToolUtils                | .NET ThreadPool Worker:36 | Mono path in settings not found try to fallback to first detected Mono runtime
10:26:42.450 |V| BuildToolUtils                | .NET ThreadPool Worker:36 | Load Mono runtime: RootPath: /Library/Frameworks/Mono.framework/Versions/6.12.0, ExePath: /Library/Frameworks/Mono.framework/Versions/6.12.0/bin/mono-sgen64 from settings
10:26:42.451 |V| BuildToolUtils                | .NET ThreadPool Worker:36 | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
10:26:42.457 |V| RiderApplicationRuntime       | .NET ThreadPool Worker:36 | Runtime calculation finished
10:26:42.460 |V| RiderSolutionToolset          | .NET ThreadPool Worker:42 | Build and runtime calculation start
10:26:42.461 |V| BuildToolUtils                | .NET ThreadPool Worker:42 | Mono path in settings not found try to fallback to first detected Mono runtime
10:26:42.464 |V| RiderApplicationRuntime       | .NET ThreadPool Worker:36 | <Measured> "RiderApplicationRuntime.UpdateFromSettings"  time=32ms
10:26:42.465 |V| BuildToolUtils                | .NET ThreadPool Worker:42 | Load Mono runtime: RootPath: /Library/Frameworks/Mono.framework/Versions/6.12.0, ExePath: /Library/Frameworks/Mono.framework/Versions/6.12.0/bin/mono-sgen64 from settings
10:26:42.465 |V| BuildToolUtils                | .NET ThreadPool Worker:42 | .NET CLI path in settings not found try to fallback to first detected .NET CLI runtime
10:26:42.473 |V| BuildToolContainer            | .NET ThreadPool Worker:42 | GetBuildToolBySettings versionKey=4294967293, customBuildToolPath=<EMPTY>, env=Projects: 5, MonoRootPath: /Library/Frameworks/Mono.framework/Versions/6.12.0, ActiveDotNetCoreCli: Cli: .NET CLI[	
SdksFolder: /usr/local/share/dotnet/sdk,
	ExePath: /usr/local/share/dotnet/dotnet
	InstalationFolder: /usr/local/share/dotnet
	Sdks: [6.0.400, 6.0.302]]
	Runtimes: [Microsoft.NETCore.App(6.0.7;6.0.8), Microsoft.AspNetCore.App(6.0.7;6.0.8)],
Sdk: 6.0.400
10:26:42.473 |V| BuildToolContainer            | .NET ThreadPool Worker:42 | Use auto-detected toolset
10:26:42.473 |V| BuildToolContainer            | .NET ThreadPool Worker:42 | Autodetect: run auto detector
10:26:42.473 |V| BuildToolContainer            | .NET ThreadPool Worker:42 | Start build tool discovering in environment: Projects: 5, MonoRootPath: /Library/Frameworks/Mono.framework/Versions/6.12.0, ActiveDotNetCoreCli: Cli: .NET CLI[	
SdksFolder: /usr/local/share/dotnet/sdk,
	ExePath: /usr/local/share/dotnet/dotnet
	InstalationFolder: /usr/local/share/dotnet
	Sdks: [6.0.400, 6.0.302]]
	Runtimes: [Microsoft.NETCore.App(6.0.7;6.0.8), Microsoft.AspNetCore.App(6.0.7;6.0.8)],
Sdk: 6.0.400
10:26:42.473 |V| RegistryMsBuildToolProvider   | .NET ThreadPool Worker:42 | Skip build tool discover from registry because it is non Windows OS.
10:26:42.474 |V| VisualStudio15MsBuildToolProvider| .NET ThreadPool Worker:42 | Skip discovering MSBuild installed in VS15, context is not windows os
10:26:42.482 |V| DotNetCoreMsBuildProvider     | .NET ThreadPool Worker:42 | Found MSBuild in SDK: /usr/local/share/dotnet/sdk/6.0.400/MSBuild.dll
10:26:42.485 |V| MonoMsBuildToolProvider       | .NET ThreadPool Worker:42 | Start MSBuild discover in Mono runtime /Library/Frameworks/Mono.framework/Versions/6.12.0
10:26:42.485 |V| MonoMsBuildToolProvider       | .NET ThreadPool Worker:42 | Try to discover MSBuild in folder: /Library/Frameworks/Mono.framework/Versions/6.12.0/lib/mono/msbuild/Current
10:26:42.485 |V| MonoMsBuildToolProvider       | .NET ThreadPool Worker:42 | Try to discover MSBuild in folder: /Library/Frameworks/Mono.framework/Versions/6.12.0/lib/mono/msbuild/15.0
10:26:42.485 |V| MonoMsBuildToolProvider       | .NET ThreadPool Worker:42 | Found MSBuild: /Library/Frameworks/Mono.framework/Versions/6.12.0/lib/mono/msbuild/15.0/bin/MSBuild.dll
10:26:42.489 |V| BuildToolContainer            | .NET ThreadPool Worker:42 | Discover found 2 build tools
10:26:42.490 |V| BuildToolContainer            | .NET ThreadPool Worker:42 | Discovered build tool:
Type: JetBrains.ProjectModel.MSBuild.BuildTools.DotNetCoreMsBuild
Version: 17.0
Directory: /usr/local/share/dotnet/sdk/6.0.400
ExePath: /usr/local/share/dotnet/sdk/6.0.400/MSBuild.dll
EnvironmentVariables:
	MSBuildExtensionsPath=/usr/local/share/dotnet/sdk/6.0.400
	DOTNET_HOST_PATH=/usr/local/share/dotnet/dotnet
	MSBuildSDKsPath=/usr/local/share/dotnet/sdk/6.0.400/Sdks

10:26:42.490 |V| BuildToolContainer            | .NET ThreadPool Worker:42 | Discovered build tool:
Type: JetBrains.ProjectModel.MSBuild.BuildTools.MonoMsBuildTool
Version: 15.0
Directory: /Library/Frameworks/Mono.framework/Versions/6.12.0/lib/mono/msbuild/15.0/bin
ExePath: /Library/Frameworks/Mono.framework/Versions/6.12.0/lib/mono/msbuild/15.0/bin/MSBuild.dll[/Library/Frameworks/Mono.framework/Versions/6.12.0/lib/mono/msbuild/Current/bin/MSBuild.dll]
EnvironmentVariables:
	PATH=/usr/local/share/dotnet:/Library/Frameworks/Python.framework/Versions/3.10/bin:/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/usr/local/go/bin:/usr/local/share/dotnet:~/.dotnet/tools:/Library/Apple/usr/bin:/Library/Frameworks/Mono.framework/Versions/Current/Commands:/Applications/Wireshark.app/Contents/MacOS

	DOTNET_MSBUILD_SDK_RESOLVER_CLI_DIR=/usr/local/share/dotnet

10:26:42.510 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.Shell" time=2ms
10:26:42.521 |I| RiderSolutionLoadProgress     | :1                 | Execute task [SolutionContainer] 'Create Solution Container Task'
10:26:42.539 |V| SettingsLogging               | JetPool(S) #2:15   | SettingsChangeDispatch: now dispatching 0 unique requests.
10:26:42.539 |V| SettingsLogging               | JetPool(S) #2:15   | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
10:26:42.570 |V| RiderSolutionToolset          | .NET ThreadPool Worker:42 | Build and runtime calculation finished
10:26:42.576 |V| RiderSolutionToolset          | .NET ThreadPool Worker:42 | <Measured> "RiderSolutionToolset.UpdateFromSettings"  time=115ms
10:26:44.141 |V| SuspendHardOperationsManager  | :1                 | RELEASE SUSPEND HARD OPERATIONS
10:26:44.161 |V| ExternalAnnotationsModuleFactory| :1                 | .NETFramework,Version=v2.0 -> /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/Library/RiderFlow/2022.1.3.222/Backend~/bin/Annotations/net20/JetBrains.Annotations.dll
10:26:44.162 |V| ExternalAnnotationsModuleFactory| :1                 | .NETStandard,Version=v1.0 -> /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/Library/RiderFlow/2022.1.3.222/Backend~/bin/Annotations/netstandard1.0/JetBrains.Annotations.dll
10:26:44.162 |V| ExternalAnnotationsModuleFactory| :1                 | .NETStandard,Version=v2.0 -> /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/Library/RiderFlow/2022.1.3.222/Backend~/bin/Annotations/netstandard2.0/JetBrains.Annotations.dll
10:26:44.175 |V| ExternalAnnotationsModuleFactory| :1                 | .NETPortable,Version=v4.0,Profile=Profile328 -> /Users/mykytatishkin/Documents/GitHub/WhoKilledHim/Library/RiderFlow/2022.1.3.222/Backend~/bin/Annotations/portable40-net40+sl5+win8+wp8+wpa81/JetBrains.Annotations.dll
10:26:44.203 |V| PersistentIndexManager        | :1                 | <PersistentIndexManager.Initialize>
10:26:44.206 |V| LevelDbMapStats               | :1                 | Sid 641311359: 'CachedTimestamp'
10:26:44.212 |V| LevelDbMapStats               | :1                 | Sid 564412868: 'TextHashes'
10:26:44.214 |V| PersistentIndexManager        | :1                 | Starting clearing stale transient maps in range: [0,0)
10:26:44.216 |V| PersistentIndexManager        | JetPool(S) #1:14   | <Start> "ClearTransientMaps" in range [0, 0)
10:26:44.218 |V| PersistentIndexManager        | JetPool(S) #1:14   | <Finish> "ClearTransientMaps" in range [0, 0) time=1ms
10:26:44.237 |V| LevelDbMapStats               | :1                 | Sid 246105973: 'XmlInCsStringsLanguageInjector'
10:26:44.241 |V| LevelDbMapStats               | :1                 | Sid 337143319: 'ClrRegexInjectionProvider'
10:26:44.242 |V| LevelDbMapStats               | :1                 | Sid 1856749605: 'HtmlInCsStringsLanguageInjector'
10:26:44.243 |V| LevelDbMapStats               | :1                 | Sid 157508296: 'RouteTemplateInjectionProvider'
10:26:44.248 |V| LevelDbMapStats               | :1                 | Sid 126990749: 'CSharpPathReferenceProvider'
10:26:44.251 |V| ComponentStorage              | :1                 | CodeAnnotationProviders created
10:26:44.256 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: CodeAnnotationProviders”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
10:26:44.265 |V| LevelDbMapStats               | :1                 | Sid 897103834: 'AnnotationsIndex.FileTimestamps'
10:26:44.276 |V| LevelDbMapStats               | :1                 | Sid 674781590: 'AnnotationsIndex.MemberAnnotation'
10:26:44.281 |V| LevelDbMapStats               | :1                 | Sid 1262385117: 'AnnotationsIndex.ReturnValueAnnotation'
10:26:44.283 |V| LevelDbMapStats               | :1                 | Sid 917163537: 'AnnotationsIndex.AssemblyAnnotations'
10:26:44.284 |V| LevelDbMapStats               | :1                 | Sid 1398809240: 'AnnotationsIndex.ParameterAnnotations'
10:26:44.285 |V| LevelDbMapStats               | :1                 | Sid 544416066: 'AnnotationsIndex.TypeParameterAnnotations'
10:26:44.290 |V| LevelDbMapStats               | :1                 | Sid 2004643791: 'AnnotationsIndex.AttributeToMembers'
10:26:44.835 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.CodeAnnotationProviders" time=575ms
10:26:44.836 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[CodeAnnotationProviders]"  value=575ms
10:26:44.836 |V| ComponentStorage              | :1                 | <Measured> "Compose: CodeAnnotationProviders"  time=579ms
10:26:44.883 |V| LevelDbMapStats               | :1                 | Sid 634669109: 'SourcesTrigramIndex'
10:26:44.910 |V| LevelDbMapStats               | :1                 | Sid 450315410: 'ParsingAmbiguityCache'
10:26:44.912 |V| LevelDbMapStats               | :1                 | Sid 534637741: 'TopLevelCodeCache'
10:26:44.921 |V| LevelDbMapStats               | :1                 | Sid 2039202381: 'PersistentProjectModelElementProperties.JetBrains.ReSharper.Psi.CSharp.Impl.CSharpLanguageLevelProjectProperty'
10:26:44.937 |V| LevelDbMapStats               | :1                 | Sid 2100336963: 'PersistentProjectModelElementProperties.JetBrains.ReSharper.Psi.VB.Impl.VBLanguageLevelProjectProperty'
10:26:44.988 |V| SolutionPerClientComponents   | :1                 | Creating SolutionPerClientComponents container for ClientId(Host)
10:26:44.989 |V| ComponentStorage              | :1                 | SolutionPerClientComponents[$ClientId(Host)] created
10:26:44.994 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: SolutionPerClientComponents[$ClientId(Host)]”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
10:26:45.015 |V| LevelDbMapStats               | :1                 | Sid 1823655798: 'ContentTrigramIndex'
10:26:45.033 |V| LevelDbMapStats               | :1                 | Sid 473697320: 'ModifiedFilesCacheForDaemon.myMap'
10:26:45.034 |V| LevelDbMapStats               | :1                 | Sid 1784111786: 'ModifiedFilesCacheForDaemon.myOriginalTextMap'
10:26:45.058 |V| LevelDbMapStats               | :1                 | Sid 669279100: 'ModifiedFilesCacheForCleanup.myMap'
10:26:45.058 |V| LevelDbMapStats               | :1                 | Sid 1166718714: 'ModifiedFilesCacheForCleanup.myOriginalTextMap'
10:26:45.077 |V| LevelDbMapStats               | :1                 | Sid 610774819: 'GlobalUsingsCache'
10:26:45.081 |V| LevelDbMapStats               | :1                 | Sid 1094921649: 'ConfigFileCache'
10:26:45.088 |V| LevelDbMapStats               | :1                 | Sid 1434981907: 'ConditionalNamesCache'
10:26:45.091 |V| LevelDbMapStats               | :1                 | Sid 147526421: 'ConditionalNamesCache_Modules'
10:26:45.093 |V| LevelDbMapStats               | :1                 | Sid 1653560961: 'NamedArgumentCache'
10:26:45.093 |V| LevelDbMapStats               | :1                 | Sid 1081122238: 'TargetTypedObjectCreationCache'
10:26:45.099 |V| LevelDbMapStats               | :1                 | Sid 1694218023: 'GeneratedFilesCache'
10:26:45.112 |V| LevelDbMapStats               | :1                 | Sid 1248291416: 'InternalsVisibleToCache'
10:26:45.115 |V| XmlIndexThread                | :1                 | STV.Started `XmlIndexThread` in separate thread
10:26:45.166 |V| LevelDbMapStats               | :1                 | Sid 1271875471: 'PartsMap'
10:26:45.190 |V| CacheJobService               | :1                 | STV.Started `CacheJobService` in separate thread
10:26:45.203 |V| LevelDbMapStats               | :1                 | Sid 2135847247: 'CSharpPersistentTreeNodeCache'
10:26:45.205 |V| LevelDbMapStats               | :1                 | Sid 1444965347: 'CSharpTokenCache'
10:26:45.207 |V| LevelDbMapStats               | :1                 | Sid 1534059640: 'CSharpBufferCache'
10:26:45.209 |V| LevelDbMapStats               | :1                 | Sid 2061989498: 'CSharpStubTreeNodeCache'
10:26:45.219 |V| LevelDbMapStats               | :1                 | Sid 109287860: 'VBPersistentTreeNodeCache'
10:26:45.220 |V| LevelDbMapStats               | :1                 | Sid 665343080: 'VBTokenCache'
10:26:45.220 |V| LevelDbMapStats               | :1                 | Sid 67453859: 'VBBufferCache'
10:26:45.220 |V| LevelDbMapStats               | :1                 | Sid 1009180245: 'VBStubTreeNodeCache'
10:26:45.233 |V| LevelDbMapStats               | :1                 | Sid 20898428: 'AnnotatedEntitiesCache'
10:26:45.256 |V| LevelDbMapStats               | :1                 | Sid 1486100738: 'AssemblyAnnotatedEntitiesCache'
10:26:45.263 |V| LevelDbMapStats               | :1                 | Sid 1656344012: 'AssemblyAnnotatedEntitiesCacheTimestamp'
10:26:45.271 |V| LevelDbMapStats               | :1                 | Sid 1486100738: 'AssemblyAnnotatedEntitiesCache'
10:26:45.272 |V| LevelDbMapStats               | :1                 | Sid 1656344012: 'AssemblyAnnotatedEntitiesCacheTimestamp'
10:26:45.282 |V| LevelDbMapStats               | :1                 | Sid 1564981298: 'InternalCompiledAttributedTypesCache'
10:26:45.283 |V| LevelDbMapStats               | :1                 | Sid 1661294332: 'InternalCompiledAttributedTypesCacheTimestamp'
10:26:45.289 |V| LevelDbMapStats               | :1                 | Sid 1729508152: 'SolutionResourceCache'
10:26:45.294 |V| DaemonThread                  | :1                 | STV.Started `DaemonThread` in separate thread
10:26:45.297 |V| LevelDbMapStats               | :1                 | Sid 2127914217: 'PersistentProjectModelElementProperties.NullableContextKind'
10:26:45.319 |V| LevelDbMapStats               | :1                 | Sid 233802847: 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcAreaMasterLocationFormatAttribute'
10:26:45.331 |V| LevelDbMapStats               | :1                 | Sid 1785201847: 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcAreaPartialViewLocationFormatAttribute'
10:26:45.332 |V| LevelDbMapStats               | :1                 | Sid 723601598: 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcAreaViewLocationFormatAttribute'
10:26:45.332 |V| LevelDbMapStats               | :1                 | Sid 928861486: 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcMasterLocationFormatAttribute'
10:26:45.332 |V| LevelDbMapStats               | :1                 | Sid 791274678: 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcPartialViewLocationFormatAttribute'
10:26:45.332 |V| LevelDbMapStats               | :1                 | Sid 1761681803: 'PsiModuleAttributesCache.JetBrains.Annotations.AspMvcViewLocationFormatAttribute'
10:26:45.335 |V| LevelDbMapStats               | :1                 | Sid 1320915195: 'MvcCache'
10:26:45.404 |V| SolutionAnalysisConfiguration | :1                 | Completed = False
10:26:45.413 |V| LevelDbMapStats               | :1                 | Sid 1888253724: 'SolutionAnalysisDependencyToHash'
10:26:45.417 |V| LevelDbMapStats               | :1                 | Sid 1815685834: 'SolutionAnalysisTouchedDependencyToHash'
10:26:45.418 |V| LevelDbMapStats               | :1                 | Sid 531610981: 'SolutionAnalysisSpecialDependencyToHash'
10:26:45.419 |V| LevelDbMapStats               | :1                 | Sid 135255561: 'SolutionAnalysisTouchedSpecialDependencyToHash'
10:26:45.428 |V| LevelDbMapStats               | :1                 | Sid 786046778: 'SolutionAnalysis.FileImages'
10:26:45.434 |V| LevelDbMapStats               | :1                 | Sid 1636324612: 'SolutionAnalysis.FileImagesTimestamp'
10:26:45.440 |V| LevelDbMapStats               | :1                 | Sid 1573831989: 'SolutionAnalysis.FileImagesTextHash'
10:26:45.441 |V| LevelDbMapStats               | :1                 | Sid 1711805782: 'SolutionAnalysis.ModuleImages'
10:26:45.446 |V| LevelDbMapStats               | :1                 | Sid 737692471: 'TagPrefixCacheImpl'
10:26:45.462 |V| LevelDbMapStats               | :1                 | Sid 2048189256: 'WebSymbolsCache'
10:26:45.488 |V| LevelDbMapStats               | :1                 | Sid 1251234901: 'RazorTagHelperCache'
10:26:45.504 |V| LevelDbMapStats               | :1                 | Sid 1897722549: 'RazorTagHelperDataCache'
10:26:45.510 |V| LevelDbMapStats               | :1                 | Sid 1727941711: 'RazorInheritsCache'
10:26:45.513 |V| LevelDbMapStats               | :1                 | Sid 1149993451: 'RazorInjectionsCache'
10:26:45.516 |V| LevelDbMapStats               | :1                 | Sid 576491202: 'RazorNamespaceCache'
10:26:45.518 |V| LevelDbMapStats               | :1                 | Sid 50654068: 'RazorNamespaceImportsCache'
10:26:45.522 |V| LevelDbMapStats               | :1                 | Sid 721765344: 'RiderTodoManager'
10:26:45.527 |V| LevelDbMapStats               | :1                 | Sid 586255666: 'RiderDocumentInfoCache'
10:26:45.543 |V| LevelDbMapStats               | :1                 | Sid 1343734139: 'MetaFileGuidCache'
10:26:45.551 |V| AssetSerializationMode        | :1                 | Unity asset serialisation mode: ForceText
10:26:45.555 |V| LevelDbMapStats               | :1                 | Sid 1644912840: 'UnityProjectSettingsCache'
10:26:45.566 |V| LevelDbMapStats               | :1                 | Sid 1305148122: 'UnityShortcutCache'
10:26:45.660 |V| LevelDbMapStats               | :1                 | Sid 1162786499: 'UnityAssetsCache'
10:26:45.661 |V| LevelDbMapStats               | :1                 | Sid 40380842: 'UnityAssetsCacheTime'
10:26:45.670 |V| LevelDbMapStats               | :1                 | Sid 1727207429: 'AsmDefCache'
10:26:45.716 |V| LevelDbMapStats               | :1                 | Sid 852537065: 'XamlResourceDictionaryNames'
10:26:45.727 |V| XamlInheritorTypeNames        | :1                 | PossibleResourceDictionaryNames: (0pcs)[]
10:26:45.866 |V| PsiCacheRegistry              | :1                 | PsiCaches: <len=26>
  DeconstructionCacheHolder
  CacheMap
  DeclaredElementBinderService
  NullableReferenceTypesDataFlowAnalysisRunSynchronizer
  TypeElementInheritanceCache
  CaseSensitiveSymbolScopeRequestCache
  SymbolTableCache
  InternalsVisibleToCache
  AttributeInstancesProvider
  CodeAnnotationsCache
  AttributesCache
  PredefinedTypeCache
  PossibleInheritanceCache
  TypeElementsPerResolveContextCache
  VBModuleCache
  XamlInheritorTypeNames
  XamlResourcesCache
  NamespaceAliasCacheManager
  XamlTypeCache
  DefinedPseudoClassesCache
  XamlDeclaredElementsCache
  XamlPredefinedResourcesCache
  ZoneMarkersService
  WebInheritanceCache
  AspAttributesCache
  AspFileDataCacheImpl

10:26:45.866 |V| LevelDbMapStats               | :1                 | Sid 28242196: 'PsiCacheRegistry'
10:26:45.871 |V| PsiCacheRegistry              | :1                 | Added to active caches: ContentTrigramIndex
10:26:45.873 |V| PsiCacheRegistry              | :1                 | Added to active caches: SourcesTrigramIndex
10:26:45.874 |V| PsiCacheRegistry              | :1                 | Added to active caches: ModifiedFilesCacheForDaemon
10:26:45.874 |V| PsiCacheRegistry              | :1                 | Added to active caches: ModifiedFilesCacheForCleanup
10:26:45.874 |V| PsiCacheRegistry              | :1                 | Added to active caches: GlobalUsingsCache
10:26:45.875 |V| PsiCacheRegistry              | :1                 | Added to active caches: ParsingAmbiguityCache
10:26:45.875 |V| PsiCacheRegistry              | :1                 | Added to active caches: ConfigFileCache
10:26:45.875 |V| PsiCacheRegistry              | :1                 | Added to active caches: ConditionalNamesCache
10:26:45.875 |V| PsiCacheRegistry              | :1                 | Added to active caches: NamedArgumentCache
10:26:45.875 |V| PsiCacheRegistry              | :1                 | Added to active caches: TargetTypedObjectCreationCache
10:26:45.876 |V| PsiCacheRegistry              | :1                 | Added to active caches: TopLevelCodeCache
10:26:45.876 |V| PsiCacheRegistry              | :1                 | Added to active caches: GeneratedFilesCache
10:26:45.876 |V| PsiCacheRegistry              | :1                 | Added to active caches: InternalsVisibleToCache
10:26:45.877 |V| PsiCacheRegistry              | :1                 | Added to active caches: SymbolCache
10:26:45.877 |V| PsiCacheRegistry              | :1                 | Added to active caches: TypeMembersCache
10:26:45.877 |V| PsiCacheRegistry              | :1                 | Added to active caches: StubTreeNodeCache
10:26:45.877 |V| PsiCacheRegistry              | :1                 | Added to active caches: AnnotatedEntitiesCache
10:26:45.878 |V| PsiCacheRegistry              | :1                 | Added to active caches: AssemblyAnnotatedEntitiesCache
10:26:45.917 |V| PsiCacheRegistry              | :1                 | Added to active caches: XamlAssemblyDeclaredEmbeddedResourcesCache
10:26:45.917 |V| PsiCacheRegistry              | :1                 | Added to active caches: XamlAssemblyResourcesCache
10:26:45.917 |V| PsiCacheRegistry              | :1                 | Added to active caches: CompiledAttributedTypesCache
10:26:45.920 |V| PsiCacheRegistry              | :1                 | Added to active caches: SourceAttributedTypesCache
10:26:45.920 |V| PsiCacheRegistry              | :1                 | Added to active caches: SolutionResourceCache
10:26:45.923 |V| FileImages                    | :1                 | <FileImages.Release>
10:26:45.927 |V| PsiCacheRegistry              | :1                 | Removed from active caches: FileImages
10:26:45.927 |V| PsiCacheRegistry              | :1                 | Added to active caches: MvcCache
10:26:45.928 |V| PsiCacheRegistry              | :1                 | Added to active caches: WebConfigCacheController
10:26:45.928 |V| PsiCacheRegistry              | :1                 | Added to active caches: TagPrefixCacheImpl
10:26:45.928 |V| PsiCacheRegistry              | :1                 | Added to active caches: WebSymbolsCache
10:26:45.929 |V| PsiCacheRegistry              | :1                 | Added to active caches: RazorTagHelperCache
10:26:45.929 |V| PsiCacheRegistry              | :1                 | Added to active caches: RazorTagHelperDataCache
10:26:45.929 |V| PsiCacheRegistry              | :1                 | Added to active caches: RazorInheritsCache
10:26:45.929 |V| PsiCacheRegistry              | :1                 | Added to active caches: RazorInjectionsCache
10:26:45.930 |V| PsiCacheRegistry              | :1                 | Added to active caches: RazorNamespaceCache
10:26:45.930 |V| PsiCacheRegistry              | :1                 | Added to active caches: RazorNamespaceImportsCache
10:26:45.930 |V| PsiCacheRegistry              | :1                 | Added to active caches: MvcElementsCache
10:26:45.930 |V| PsiCacheRegistry              | :1                 | Added to active caches: RazorTagHelperCacheCache
10:26:45.931 |V| PsiCacheRegistry              | :1                 | Added to active caches: RiderTodoManager
10:26:45.931 |V| PsiCacheRegistry              | :1                 | Added to active caches: RiderDocumentInfoCache
10:26:45.931 |V| PsiCacheRegistry              | :1                 | Added to active caches: MetaFileGuidCache
10:26:45.931 |V| PsiCacheRegistry              | :1                 | Added to active caches: UnityProjectSettingsCache
10:26:45.931 |V| PsiCacheRegistry              | :1                 | Added to active caches: UnityShortcutCache
10:26:45.931 |V| PsiCacheRegistry              | :1                 | Added to active caches: DeferredHelperCache
10:26:45.931 |V| PsiCacheRegistry              | :1                 | Added to active caches: AsmDefCache
10:26:45.961 |V| SolutionAnalysisServiceImpl   | :1                 | [SWEA] Initialization started
10:26:45.961 |V| ComponentStorage              | :1                 | SolutionAnalysisContainer created
10:26:45.962 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: SolutionAnalysisContainer”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
10:26:46.049 |V| LevelDbMapStats               | :1                 | Sid 734277361: 'SolutionAnalysisDependencies'
10:26:46.051 |V| LevelDbMapStats               | :1                 | Sid 861499594: 'SolutionAnalysisInvalidatedFiles'
10:26:46.055 |V| LevelDbMapStats               | :1                 | Sid 301475850: 'SolutionAnalysisDaemonResults'
10:26:46.105 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.SolutionAnalysisContainer" time=142ms
10:26:46.105 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[SolutionAnalysisContainer]"  value=142ms
10:26:46.105 |V| ComponentStorage              | :1                 | <Measured> "Compose: SolutionAnalysisContainer"  time=142ms
10:26:46.105 |V| SolutionAnalysisServiceImpl   | :1                 | [SWEA] Initialization completed
10:26:46.106 |V| FileImages                    | :1                 | <FileImages.Initialized>
10:26:46.106 |V| PsiCacheRegistry              | :1                 | Added to active caches: FileImages
10:26:46.122 |V| PencilsStore                  | :1                 | Current storage is Solution
10:26:46.127 |V| PencilsStore                  | :1                 | Current severity is INFO
10:26:46.162 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:26:46.163 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:26:46.166 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:26:46.169 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:26:46.184 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:26:46.184 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:26:46.184 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:26:46.184 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:26:46.246 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.SolutionPerClientComponents[$ClientId(Host)]" time=1248ms
10:26:46.246 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[SolutionPerClientComponents[$ClientId(Host)]]"  value=1248ms
10:26:46.246 |V| ComponentStorage              | :1                 | <Measured> "Compose: SolutionPerClientComponents[$ClientId(Host)]"  time=1249ms
10:26:46.274 |V| LevelDbMapStats               | :1                 | Sid 1119906224: 'PersistentProjectModelElementProperties.NamespaceFolder'
10:26:46.297 |V| NuGetOperationContext         | :1                 | NuGetOperationLevel = None
10:26:46.309 |V| NuGetThread                   | :1                 | STV.Started `NuGetThread` in separate thread
10:26:46.309 |V| NuGetOperator                 | :1                 | NuGetOperator.Idle = True
10:26:46.555 |V| ComponentStorage              | :1                 | SolutionProjectModelExtensionsContainer created
